timestamp,raw_adc,voltage_v,peak_adc,tap_count
2026-04-14T10:58:57.843Z,0,0.0000,0,76
2026-04-14T10:58:57.894Z,0,0.0000,0,76
2026-04-14T10:58:57.945Z,0,0.0000,0,76
2026-04-14T10:58:57.996Z,0,0.0000,0,76
2026-04-14T10:58:58.047Z,0,0.0000,0,76
2026-04-14T10:58:58.099Z,0,0.0000,0,76
2026-04-14T10:58:58.149Z,0,0.0000,0,76
2026-04-14T10:58:58.200Z,0,0.0000,0,76
2026-04-14T10:58:58.251Z,0,0.0000,0,76
2026-04-14T10:58:58.305Z,97,0.4740,97,77
2026-04-14T10:58:58.355Z,19,0.0930,97,77
2026-04-14T10:58:58.406Z,9,0.0440,97,77
2026-04-14T10:58:58.457Z,54,0.2640,97,78
2026-04-14T10:58:58.508Z,1,0.0050,97,78
2026-04-14T10:58:58.559Z,0,0.0000,97,78
2026-04-14T10:58:58.610Z,1,0.0050,97,78
2026-04-14T10:58:58.661Z,2,0.0100,97,78
2026-04-14T10:58:58.712Z,0,0.0000,97,78
2026-04-14T10:58:58.763Z,0,0.0000,97,78
2026-04-14T10:58:58.815Z,0,0.0000,97,78
2026-04-14T10:58:58.865Z,0,0.0000,97,78
2026-04-14T10:58:58.916Z,0,0.0000,97,78
2026-04-14T10:58:58.967Z,0,0.0000,97,78
2026-04-14T10:58:59.018Z,8,0.0390,97,78
2026-04-14T10:58:59.069Z,0,0.0000,97,78
2026-04-14T10:58:59.121Z,4,0.0200,97,78
2026-04-14T10:58:59.172Z,0,0.0000,97,78
2026-04-14T10:58:59.223Z,0,0.0000,97,78
2026-04-14T10:58:59.276Z,0,0.0000,97,78
2026-04-14T10:58:59.326Z,23,0.1120,0,78
2026-04-14T10:58:59.376Z,0,0.0000,0,78
2026-04-14T10:58:59.426Z,0,0.0000,0,78
2026-04-14T10:58:59.477Z,0,0.0000,0,78
2026-04-14T10:58:59.528Z,0,0.0000,0,78
2026-04-14T10:58:59.581Z,57,0.2790,57,79
2026-04-14T10:58:59.631Z,0,0.0000,57,79
2026-04-14T10:58:59.682Z,0,0.0000,57,79
2026-04-14T10:58:59.734Z,0,0.0000,57,79
2026-04-14T10:58:59.784Z,0,0.0000,57,79
2026-04-14T10:58:59.836Z,0,0.0000,57,79
2026-04-14T10:58:59.888Z,13,0.0640,57,79
2026-04-14T10:58:59.938Z,1,0.0050,57,79
2026-04-14T10:58:59.989Z,0,0.0000,57,79
2026-04-14T10:59:00.040Z,0,0.0000,57,79
2026-04-14T10:59:00.091Z,0,0.0000,57,79
2026-04-14T10:59:00.142Z,0,0.0000,57,79
2026-04-14T10:59:00.193Z,0,0.0000,57,79
2026-04-14T10:59:00.244Z,0,0.0000,57,79
2026-04-14T10:59:00.296Z,10,0.0490,57,79
2026-04-14T10:59:00.346Z,0,0.0000,57,79
2026-04-14T10:59:00.398Z,17,0.0830,57,79
2026-04-14T10:59:00.448Z,0,0.0000,57,79
2026-04-14T10:59:00.500Z,0,0.0000,57,79
2026-04-14T10:59:00.551Z,4,0.0200,57,79
2026-04-14T10:59:00.602Z,10,0.0490,0,79
2026-04-14T10:59:00.652Z,0,0.0000,0,79
2026-04-14T10:59:00.703Z,0,0.0000,0,79
2026-04-14T10:59:00.756Z,10,0.0490,10,79
2026-04-14T10:59:00.806Z,0,0.0000,10,79
2026-04-14T10:59:00.857Z,0,0.0000,10,79
2026-04-14T10:59:00.908Z,6,0.0290,10,79
2026-04-14T10:59:00.960Z,4,0.0200,10,79
2026-04-14T10:59:01.011Z,0,0.0000,10,79
2026-04-14T10:59:01.062Z,0,0.0000,10,79
2026-04-14T10:59:01.113Z,0,0.0000,10,79
2026-04-14T10:59:01.165Z,60,0.2930,60,80
2026-04-14T10:59:01.215Z,0,0.0000,60,80
2026-04-14T10:59:01.267Z,22,0.1080,60,80
2026-04-14T10:59:01.317Z,0,0.0000,60,80
2026-04-14T10:59:01.368Z,0,0.0000,60,80
2026-04-14T10:59:01.419Z,6,0.0290,60,80
2026-04-14T10:59:01.470Z,0,0.0000,60,80
2026-04-14T10:59:01.521Z,5,0.0240,60,80
2026-04-14T10:59:01.573Z,0,0.0000,60,80
2026-04-14T10:59:01.624Z,0,0.0000,60,80
2026-04-14T10:59:01.675Z,0,0.0000,60,80
2026-04-14T10:59:01.727Z,10,0.0490,60,80
2026-04-14T10:59:01.777Z,0,0.0000,60,80
2026-04-14T10:59:01.828Z,0,0.0000,60,80
2026-04-14T10:59:01.879Z,0,0.0000,60,80
2026-04-14T10:59:01.931Z,28,0.1370,60,80
2026-04-14T10:59:01.981Z,7,0.0340,60,80
2026-04-14T10:59:02.032Z,0,0.0000,60,80
2026-04-14T10:59:02.083Z,0,0.0000,60,80
2026-04-14T10:59:02.135Z,5,0.0240,60,80
2026-04-14T10:59:02.185Z,0,0.0000,0,80
2026-04-14T10:59:02.236Z,0,0.0000,0,80
2026-04-14T10:59:02.288Z,0,0.0000,0,80
2026-04-14T10:59:02.338Z,0,0.0000,0,80
2026-04-14T10:59:02.389Z,0,0.0000,0,80
2026-04-14T10:59:02.440Z,0,0.0000,0,80
2026-04-14T10:59:02.491Z,3,0.0150,3,80
2026-04-14T10:59:02.542Z,0,0.0000,3,80
2026-04-14T10:59:02.593Z,0,0.0000,3,80
2026-04-14T10:59:02.644Z,8,0.0390,8,80
2026-04-14T10:59:02.697Z,90,0.4400,90,81
2026-04-14T10:59:02.748Z,0,0.0000,90,81
2026-04-14T10:59:02.798Z,0,0.0000,90,81
2026-04-14T10:59:02.851Z,0,0.0000,90,81
2026-04-14T10:59:02.900Z,0,0.0000,90,81
2026-04-14T10:59:02.951Z,2,0.0100,90,81
2026-04-14T10:59:03.004Z,77,0.3760,90,82
2026-04-14T10:59:03.054Z,0,0.0000,90,82
2026-04-14T10:59:03.105Z,0,0.0000,90,82
2026-04-14T10:59:03.156Z,0,0.0000,90,82
2026-04-14T10:59:03.207Z,0,0.0000,90,82
2026-04-14T10:59:03.258Z,0,0.0000,90,82
2026-04-14T10:59:03.309Z,0,0.0000,90,82
2026-04-14T10:59:03.360Z,0,0.0000,90,82
2026-04-14T10:59:03.411Z,0,0.0000,90,82
2026-04-14T10:59:03.463Z,0,0.0000,90,82
2026-04-14T10:59:03.513Z,0,0.0000,90,82
2026-04-14T10:59:03.567Z,0,0.0000,90,82
2026-04-14T10:59:03.619Z,186,0.9090,186,83
2026-04-14T10:59:03.668Z,2,0.0100,186,83
2026-04-14T10:59:03.719Z,0,0.0000,186,83
2026-04-14T10:59:03.771Z,11,0.0540,186,83
2026-04-14T10:59:03.821Z,0,0.0000,186,83
2026-04-14T10:59:03.873Z,0,0.0000,186,83
2026-04-14T10:59:03.923Z,5,0.0240,186,83
2026-04-14T10:59:03.976Z,44,0.2150,186,84
2026-04-14T10:59:04.026Z,0,0.0000,186,84
2026-04-14T10:59:04.077Z,0,0.0000,186,84
2026-04-14T10:59:04.128Z,1,0.0050,186,84
2026-04-14T10:59:04.181Z,0,0.0000,186,84
2026-04-14T10:59:04.231Z,10,0.0490,186,84
2026-04-14T10:59:04.282Z,11,0.0540,186,84
2026-04-14T10:59:04.333Z,0,0.0000,186,84
2026-04-14T10:59:04.384Z,2,0.0100,186,84
2026-04-14T10:59:04.435Z,0,0.0000,186,84
2026-04-14T10:59:04.486Z,1,0.0050,186,84
2026-04-14T10:59:04.537Z,0,0.0000,186,84
2026-04-14T10:59:04.589Z,12,0.0590,186,84
2026-04-14T10:59:04.637Z,0,0.0000,0,84
2026-04-14T10:59:04.689Z,0,0.0000,0,84
2026-04-14T10:59:04.739Z,0,0.0000,0,84
2026-04-14T10:59:04.791Z,0,0.0000,0,84
2026-04-14T10:59:04.842Z,3,0.0150,3,84
2026-04-14T10:59:04.895Z,49,0.2390,49,85
2026-04-14T10:59:04.945Z,0,0.0000,49,85
2026-04-14T10:59:04.996Z,0,0.0000,49,85
2026-04-14T10:59:05.047Z,2,0.0100,49,85
2026-04-14T10:59:05.098Z,4,0.0200,49,85
2026-04-14T10:59:05.149Z,0,0.0000,49,85
2026-04-14T10:59:05.200Z,0,0.0000,49,85
2026-04-14T10:59:05.251Z,0,0.0000,49,85
2026-04-14T10:59:05.303Z,0,0.0000,49,85
2026-04-14T10:59:05.353Z,1,0.0050,49,85
2026-04-14T10:59:05.407Z,34,0.1660,49,86
2026-04-14T10:59:05.456Z,6,0.0290,49,86
2026-04-14T10:59:05.507Z,0,0.0000,49,86
2026-04-14T10:59:05.558Z,0,0.0000,49,86
2026-04-14T10:59:05.610Z,0,0.0000,49,86
2026-04-14T10:59:05.660Z,0,0.0000,49,86
2026-04-14T10:59:05.711Z,8,0.0390,49,86
2026-04-14T10:59:05.763Z,32,0.1560,49,87
2026-04-14T10:59:05.813Z,0,0.0000,49,87
2026-04-14T10:59:05.864Z,9,0.0440,49,87
2026-04-14T10:59:05.914Z,0,0.0000,0,87
2026-04-14T10:59:05.965Z,1,0.0050,1,87
2026-04-14T10:59:06.019Z,68,0.3320,68,88
2026-04-14T10:59:06.069Z,0,0.0000,68,88
2026-04-14T10:59:06.120Z,0,0.0000,68,88
2026-04-14T10:59:06.171Z,0,0.0000,68,88
2026-04-14T10:59:06.222Z,0,0.0000,68,88
2026-04-14T10:59:06.274Z,16,0.0780,68,88
2026-04-14T10:59:06.325Z,44,0.2150,68,89
2026-04-14T10:59:06.375Z,2,0.0100,68,89
2026-04-14T10:59:06.426Z,0,0.0000,68,89
2026-04-14T10:59:06.477Z,2,0.0100,68,89
2026-04-14T10:59:06.530Z,54,0.2640,68,90
2026-04-14T10:59:06.580Z,0,0.0000,68,90
2026-04-14T10:59:06.631Z,9,0.0440,68,90
2026-04-14T10:59:06.682Z,0,0.0000,68,90
2026-04-14T10:59:06.733Z,1,0.0050,68,90
2026-04-14T10:59:06.784Z,0,0.0000,68,90
2026-04-14T10:59:06.837Z,21,0.1030,68,90
2026-04-14T10:59:06.887Z,0,0.0000,68,90
2026-04-14T10:59:06.938Z,0,0.0000,68,90
2026-04-14T10:59:06.989Z,0,0.0000,68,90
2026-04-14T10:59:07.039Z,0,0.0000,0,90
2026-04-14T10:59:07.092Z,20,0.0980,20,90
2026-04-14T10:59:07.142Z,0,0.0000,20,90
2026-04-14T10:59:07.193Z,0,0.0000,20,90
2026-04-14T10:59:07.244Z,0,0.0000,20,90
2026-04-14T10:59:07.296Z,0,0.0000,20,90
2026-04-14T10:59:07.349Z,118,0.5770,118,91
2026-04-14T10:59:07.399Z,14,0.0680,118,91
2026-04-14T10:59:07.449Z,0,0.0000,118,91
2026-04-14T10:59:07.501Z,1,0.0050,118,91
2026-04-14T10:59:07.552Z,0,0.0000,118,91
2026-04-14T10:59:07.603Z,2,0.0100,118,91
2026-04-14T10:59:07.655Z,17,0.0830,118,91
2026-04-14T10:59:07.705Z,0,0.0000,118,91
2026-04-14T10:59:07.756Z,0,0.0000,118,91
2026-04-14T10:59:07.808Z,0,0.0000,118,91
2026-04-14T10:59:07.859Z,0,0.0000,118,91
2026-04-14T10:59:07.910Z,0,0.0000,118,91
2026-04-14T10:59:07.961Z,0,0.0000,118,91
2026-04-14T10:59:08.012Z,1,0.0050,118,91
2026-04-14T10:59:08.063Z,0,0.0000,118,91
2026-04-14T10:59:08.115Z,1,0.0050,118,91
2026-04-14T10:59:08.166Z,0,0.0000,118,91
2026-04-14T10:59:08.216Z,0,0.0000,118,91
2026-04-14T10:59:08.268Z,3,0.0150,118,91
2026-04-14T10:59:08.319Z,0,0.0000,118,91
2026-04-14T10:59:08.368Z,2,0.0100,0,91
2026-04-14T10:59:08.419Z,0,0.0000,0,91
2026-04-14T10:59:08.470Z,0,0.0000,0,91
2026-04-14T10:59:08.521Z,0,0.0000,0,91
2026-04-14T10:59:08.572Z,0,0.0000,0,91
2026-04-14T10:59:08.623Z,0,0.0000,0,91
2026-04-14T10:59:08.675Z,0,0.0000,0,91
2026-04-14T10:59:08.725Z,0,0.0000,0,91
2026-04-14T10:59:08.777Z,0,0.0000,0,91
2026-04-14T10:59:08.827Z,0,0.0000,0,91
2026-04-14T10:59:08.882Z,101,0.4940,101,92
2026-04-14T10:59:08.932Z,0,0.0000,101,92
2026-04-14T10:59:08.982Z,4,0.0200,101,92
2026-04-14T10:59:09.034Z,0,0.0000,101,92
2026-04-14T10:59:09.086Z,43,0.2100,101,93
2026-04-14T10:59:09.137Z,32,0.1560,101,93
2026-04-14T10:59:09.187Z,0,0.0000,101,93
2026-04-14T10:59:09.238Z,0,0.0000,101,93
2026-04-14T10:59:09.290Z,0,0.0000,101,93
2026-04-14T10:59:09.342Z,57,0.2790,101,94
2026-04-14T10:59:09.392Z,4,0.0200,101,94
2026-04-14T10:59:09.443Z,3,0.0150,101,94
2026-04-14T10:59:09.494Z,2,0.0100,101,94
2026-04-14T10:59:09.546Z,94,0.4590,101,95
2026-04-14T10:59:09.597Z,0,0.0000,101,95
2026-04-14T10:59:09.648Z,0,0.0000,101,95
2026-04-14T10:59:09.699Z,0,0.0000,101,95
2026-04-14T10:59:09.750Z,0,0.0000,101,95
2026-04-14T10:59:09.801Z,0,0.0000,101,95
2026-04-14T10:59:09.852Z,3,0.0150,101,95
2026-04-14T10:59:09.901Z,2,0.0100,0,95
2026-04-14T10:59:09.954Z,63,0.3080,63,96
2026-04-14T10:59:10.004Z,0,0.0000,63,96
2026-04-14T10:59:10.056Z,0,0.0000,63,96
2026-04-14T10:59:10.106Z,3,0.0150,63,96
2026-04-14T10:59:10.159Z,77,0.3760,77,97
2026-04-14T10:59:10.209Z,0,0.0000,77,97
2026-04-14T10:59:10.260Z,1,0.0050,77,97
2026-04-14T10:59:10.311Z,3,0.0150,77,97
2026-04-14T10:59:10.365Z,119,0.5820,119,98
2026-04-14T10:59:10.414Z,0,0.0000,119,98
2026-04-14T10:59:10.465Z,0,0.0000,119,98
2026-04-14T10:59:10.517Z,2,0.0100,119,98
2026-04-14T10:59:10.570Z,149,0.7280,149,99
2026-04-14T10:59:10.619Z,0,0.0000,149,99
2026-04-14T10:59:10.670Z,0,0.0000,149,99
2026-04-14T10:59:10.721Z,0,0.0000,149,99
2026-04-14T10:59:10.773Z,87,0.4250,149,100
2026-04-14T10:59:10.823Z,0,0.0000,149,100
2026-04-14T10:59:10.875Z,0,0.0000,149,100
2026-04-14T10:59:10.926Z,0,0.0000,149,100
2026-04-14T10:59:10.979Z,77,0.3760,149,101
2026-04-14T10:59:11.030Z,10,0.0490,149,101
2026-04-14T10:59:11.080Z,0,0.0000,149,101
2026-04-14T10:59:11.130Z,4,0.0200,149,101
2026-04-14T10:59:11.184Z,173,0.8460,173,102
2026-04-14T10:59:11.234Z,39,0.1910,173,102
2026-04-14T10:59:11.284Z,0,0.0000,173,102
2026-04-14T10:59:11.335Z,0,0.0000,173,102
2026-04-14T10:59:11.386Z,0,0.0000,173,102
2026-04-14T10:59:11.439Z,78,0.3810,173,103
2026-04-14T10:59:11.488Z,0,0.0000,173,103
2026-04-14T10:59:11.541Z,21,0.1030,173,103
2026-04-14T10:59:11.591Z,0,0.0000,173,103
2026-04-14T10:59:11.644Z,144,0.7040,173,104
2026-04-14T10:59:11.693Z,0,0.0000,173,104
2026-04-14T10:59:11.744Z,1,0.0050,173,104
2026-04-14T10:59:11.795Z,0,0.0000,173,104
2026-04-14T10:59:11.847Z,0,0.0000,173,104
2026-04-14T10:59:11.899Z,12,0.0590,173,104
2026-04-14T10:59:11.949Z,0,0.0000,173,104
2026-04-14T10:59:12.000Z,0,0.0000,173,104
2026-04-14T10:59:12.051Z,0,0.0000,173,104
2026-04-14T10:59:12.102Z,0,0.0000,173,104
2026-04-14T10:59:12.153Z,0,0.0000,173,104
2026-04-14T10:59:12.202Z,0,0.0000,0,104
2026-04-14T10:59:12.256Z,15,0.0730,15,104
2026-04-14T10:59:12.306Z,0,0.0000,15,104
2026-04-14T10:59:12.357Z,0,0.0000,15,104
2026-04-14T10:59:12.408Z,0,0.0000,15,104
2026-04-14T10:59:12.459Z,0,0.0000,15,104
2026-04-14T10:59:12.510Z,2,0.0100,15,104
2026-04-14T10:59:12.561Z,1,0.0050,15,104
2026-04-14T10:59:12.612Z,0,0.0000,15,104
2026-04-14T10:59:12.664Z,0,0.0000,15,104
2026-04-14T10:59:12.714Z,0,0.0000,15,104
2026-04-14T10:59:12.765Z,0,0.0000,15,104
2026-04-14T10:59:12.817Z,0,0.0000,15,104
2026-04-14T10:59:12.868Z,0,0.0000,15,104
2026-04-14T10:59:12.918Z,1,0.0050,15,104
2026-04-14T10:59:12.970Z,0,0.0000,15,104
2026-04-14T10:59:13.021Z,0,0.0000,15,104
2026-04-14T10:59:13.072Z,0,0.0000,15,104
2026-04-14T10:59:13.123Z,0,0.0000,15,104
2026-04-14T10:59:13.174Z,0,0.0000,15,104
2026-04-14T10:59:13.226Z,0,0.0000,15,104
2026-04-14T10:59:13.275Z,0,0.0000,0,104
2026-04-14T10:59:13.326Z,0,0.0000,0,104
2026-04-14T10:59:13.377Z,0,0.0000,0,104
2026-04-14T10:59:13.428Z,0,0.0000,0,104
2026-04-14T10:59:13.479Z,0,0.0000,0,104
2026-04-14T10:59:13.531Z,0,0.0000,0,104
2026-04-14T10:59:13.581Z,0,0.0000,0,104
2026-04-14T10:59:13.632Z,0,0.0000,0,104
2026-04-14T10:59:13.683Z,0,0.0000,0,104
2026-04-14T10:59:13.734Z,0,0.0000,0,104
2026-04-14T10:59:13.785Z,0,0.0000,0,104
2026-04-14T10:59:13.836Z,0,0.0000,0,104
2026-04-14T10:59:13.888Z,0,0.0000,0,104
2026-04-14T10:59:13.938Z,0,0.0000,0,104
2026-04-14T10:59:13.989Z,0,0.0000,0,104
2026-04-14T10:59:14.040Z,0,0.0000,0,104
2026-04-14T10:59:14.091Z,0,0.0000,0,104
2026-04-14T10:59:14.142Z,0,0.0000,0,104
2026-04-14T10:59:14.193Z,0,0.0000,0,104
2026-04-14T10:59:14.244Z,0,0.0000,0,104
2026-04-14T10:59:14.296Z,0,0.0000,0,104
2026-04-14T10:59:14.347Z,0,0.0000,0,104
2026-04-14T10:59:14.397Z,0,0.0000,0,104
2026-04-14T10:59:14.449Z,0,0.0000,0,104
2026-04-14T10:59:14.500Z,0,0.0000,0,104
2026-04-14T10:59:14.551Z,0,0.0000,0,104
2026-04-14T10:59:14.602Z,0,0.0000,0,104
2026-04-14T10:59:14.653Z,0,0.0000,0,104
2026-04-14T10:59:14.704Z,0,0.0000,0,104
2026-04-14T10:59:14.755Z,0,0.0000,0,104
2026-04-14T10:59:14.806Z,0,0.0000,0,104
2026-04-14T10:59:14.857Z,0,0.0000,0,104
2026-04-14T10:59:14.908Z,0,0.0000,0,104
2026-04-14T10:59:14.959Z,1,0.0050,1,104
2026-04-14T10:59:15.010Z,0,0.0000,1,104
2026-04-14T10:59:15.061Z,0,0.0000,1,104
2026-04-14T10:59:15.112Z,0,0.0000,1,104
2026-04-14T10:59:15.163Z,5,0.0240,5,104
2026-04-14T10:59:15.214Z,6,0.0290,6,104
2026-04-14T10:59:15.265Z,2,0.0100,6,104
2026-04-14T10:59:15.316Z,0,0.0000,6,104
2026-04-14T10:59:15.367Z,6,0.0290,6,104
2026-04-14T10:59:15.421Z,11,0.0540,11,104
2026-04-14T10:59:15.475Z,109,0.5330,109,105
2026-04-14T10:59:15.523Z,0,0.0000,109,105
2026-04-14T10:59:15.574Z,2,0.0100,109,105
2026-04-14T10:59:15.625Z,0,0.0000,109,105
2026-04-14T10:59:15.676Z,0,0.0000,109,105
2026-04-14T10:59:15.727Z,0,0.0000,109,105
2026-04-14T10:59:15.778Z,0,0.0000,109,105
2026-04-14T10:59:15.829Z,0,0.0000,109,105
2026-04-14T10:59:15.881Z,3,0.0150,109,105
2026-04-14T10:59:15.932Z,0,0.0000,109,105
2026-04-14T10:59:15.983Z,5,0.0240,109,105
2026-04-14T10:59:16.034Z,0,0.0000,109,105
2026-04-14T10:59:16.085Z,3,0.0150,109,105
2026-04-14T10:59:16.137Z,23,0.1120,109,105
2026-04-14T10:59:16.187Z,0,0.0000,109,105
2026-04-14T10:59:16.240Z,20,0.0980,109,105
2026-04-14T10:59:16.290Z,0,0.0000,109,105
2026-04-14T10:59:16.341Z,0,0.0000,109,105
2026-04-14T10:59:16.392Z,3,0.0150,109,105
2026-04-14T10:59:16.443Z,0,0.0000,109,105
2026-04-14T10:59:16.493Z,13,0.0640,0,105
2026-04-14T10:59:16.545Z,11,0.0540,11,105
2026-04-14T10:59:16.596Z,7,0.0340,11,105
2026-04-14T10:59:16.647Z,0,0.0000,11,105
2026-04-14T10:59:16.698Z,6,0.0290,11,105
2026-04-14T10:59:16.749Z,0,0.0000,11,105
2026-04-14T10:59:16.800Z,0,0.0000,11,105
2026-04-14T10:59:16.851Z,7,0.0340,11,105
2026-04-14T10:59:16.902Z,0,0.0000,11,105
2026-04-14T10:59:16.953Z,9,0.0440,11,105
2026-04-14T10:59:17.005Z,0,0.0000,11,105
2026-04-14T10:59:17.055Z,0,0.0000,11,105
2026-04-14T10:59:17.106Z,0,0.0000,11,105
2026-04-14T10:59:17.157Z,0,0.0000,11,105
2026-04-14T10:59:17.208Z,1,0.0050,11,105
2026-04-14T10:59:17.260Z,0,0.0000,11,105
2026-04-14T10:59:17.311Z,0,0.0000,11,105
2026-04-14T10:59:17.362Z,1,0.0050,11,105
2026-04-14T10:59:17.413Z,7,0.0340,11,105
2026-04-14T10:59:17.464Z,0,0.0000,11,105
2026-04-14T10:59:17.515Z,1,0.0050,11,105
2026-04-14T10:59:17.566Z,1,0.0050,0,105
2026-04-14T10:59:17.616Z,0,0.0000,0,105
2026-04-14T10:59:17.668Z,0,0.0000,0,105
2026-04-14T10:59:17.718Z,0,0.0000,0,105
2026-04-14T10:59:17.769Z,0,0.0000,0,105
2026-04-14T10:59:17.820Z,0,0.0000,0,105
2026-04-14T10:59:17.873Z,10,0.0490,10,105
2026-04-14T10:59:17.923Z,0,0.0000,10,105
2026-04-14T10:59:17.974Z,2,0.0100,10,105
2026-04-14T10:59:18.026Z,0,0.0000,10,105
2026-04-14T10:59:18.077Z,0,0.0000,10,105
2026-04-14T10:59:18.128Z,2,0.0100,10,105
2026-04-14T10:59:18.179Z,0,0.0000,10,105
2026-04-14T10:59:18.230Z,4,0.0200,10,105
2026-04-14T10:59:18.281Z,0,0.0000,10,105
2026-04-14T10:59:18.332Z,7,0.0340,10,105
2026-04-14T10:59:18.383Z,0,0.0000,10,105
2026-04-14T10:59:18.435Z,0,0.0000,10,105
2026-04-14T10:59:18.486Z,10,0.0490,10,105
2026-04-14T10:59:18.537Z,0,0.0000,10,105
2026-04-14T10:59:18.588Z,0,0.0000,10,105
2026-04-14T10:59:18.639Z,4,0.0200,10,105
2026-04-14T10:59:18.690Z,0,0.0000,10,105
2026-04-14T10:59:18.741Z,0,0.0000,10,105
2026-04-14T10:59:18.792Z,6,0.0290,10,105
2026-04-14T10:59:18.843Z,0,0.0000,10,105
2026-04-14T10:59:18.893Z,2,0.0100,0,105
2026-04-14T10:59:18.944Z,1,0.0050,1,105
2026-04-14T10:59:18.996Z,0,0.0000,1,105
2026-04-14T10:59:19.046Z,0,0.0000,1,105
2026-04-14T10:59:19.097Z,0,0.0000,1,105
2026-04-14T10:59:19.148Z,1,0.0050,1,105
2026-04-14T10:59:19.199Z,0,0.0000,1,105
2026-04-14T10:59:19.250Z,0,0.0000,1,105
2026-04-14T10:59:19.301Z,1,0.0050,1,105
2026-04-14T10:59:19.352Z,2,0.0100,2,105
2026-04-14T10:59:19.403Z,1,0.0050,2,105
2026-04-14T10:59:19.455Z,0,0.0000,2,105
2026-04-14T10:59:19.505Z,0,0.0000,2,105
2026-04-14T10:59:19.557Z,0,0.0000,2,105
2026-04-14T10:59:19.607Z,3,0.0150,3,105
2026-04-14T10:59:19.659Z,0,0.0000,3,105
2026-04-14T10:59:19.710Z,0,0.0000,3,105
2026-04-14T10:59:19.761Z,0,0.0000,3,105
2026-04-14T10:59:19.812Z,0,0.0000,3,105
2026-04-14T10:59:19.863Z,0,0.0000,3,105
2026-04-14T10:59:19.914Z,0,0.0000,3,105
2026-04-14T10:59:19.967Z,44,0.2150,44,106
2026-04-14T10:59:20.018Z,13,0.0640,44,106
2026-04-14T10:59:20.068Z,0,0.0000,44,106
2026-04-14T10:59:20.121Z,0,0.0000,44,106
2026-04-14T10:59:20.171Z,0,0.0000,44,106
2026-04-14T10:59:20.221Z,0,0.0000,44,106
2026-04-14T10:59:20.274Z,0,0.0000,44,106
2026-04-14T10:59:20.324Z,0,0.0000,44,106
2026-04-14T10:59:20.375Z,0,0.0000,44,106
2026-04-14T10:59:20.426Z,0,0.0000,44,106
2026-04-14T10:59:20.477Z,0,0.0000,44,106
2026-04-14T10:59:20.528Z,2,0.0100,44,106
2026-04-14T10:59:20.580Z,35,0.1710,44,107
2026-04-14T10:59:20.630Z,0,0.0000,44,107
2026-04-14T10:59:20.681Z,5,0.0240,44,107
2026-04-14T10:59:20.732Z,0,0.0000,44,107
2026-04-14T10:59:20.783Z,0,0.0000,44,107
2026-04-14T10:59:20.835Z,8,0.0390,44,107
2026-04-14T10:59:20.886Z,0,0.0000,44,107
2026-04-14T10:59:20.936Z,6,0.0290,44,107
2026-04-14T10:59:20.987Z,9,0.0440,0,107
2026-04-14T10:59:21.038Z,0,0.0000,0,107
2026-04-14T10:59:21.089Z,4,0.0200,4,107
2026-04-14T10:59:21.140Z,0,0.0000,4,107
2026-04-14T10:59:21.191Z,0,0.0000,4,107
2026-04-14T10:59:21.242Z,0,0.0000,4,107
2026-04-14T10:59:21.293Z,0,0.0000,4,107
2026-04-14T10:59:21.344Z,0,0.0000,4,107
2026-04-14T10:59:21.395Z,0,0.0000,4,107
2026-04-14T10:59:21.446Z,0,0.0000,4,107
2026-04-14T10:59:21.497Z,0,0.0000,4,107
2026-04-14T10:59:21.548Z,0,0.0000,4,107
2026-04-14T10:59:21.602Z,27,0.1320,27,107
2026-04-14T10:59:21.652Z,22,0.1080,27,107
2026-04-14T10:59:21.703Z,0,0.0000,27,107
2026-04-14T10:59:21.754Z,0,0.0000,27,107
2026-04-14T10:59:21.805Z,0,0.0000,27,107
2026-04-14T10:59:21.855Z,0,0.0000,27,107
2026-04-14T10:59:21.907Z,9,0.0440,27,107
2026-04-14T10:59:21.958Z,0,0.0000,27,107
2026-04-14T10:59:22.009Z,0,0.0000,27,107
2026-04-14T10:59:22.060Z,0,0.0000,27,107
2026-04-14T10:59:22.111Z,0,0.0000,27,107
2026-04-14T10:59:22.162Z,0,0.0000,27,107
2026-04-14T10:59:22.213Z,0,0.0000,27,107
2026-04-14T10:59:22.264Z,0,0.0000,27,107
2026-04-14T10:59:22.315Z,9,0.0440,27,107
2026-04-14T10:59:22.368Z,13,0.0640,27,107
2026-04-14T10:59:22.418Z,0,0.0000,27,107
2026-04-14T10:59:22.468Z,0,0.0000,27,107
2026-04-14T10:59:22.520Z,0,0.0000,27,107
2026-04-14T10:59:22.571Z,0,0.0000,27,107
2026-04-14T10:59:22.625Z,172,0.8410,172,108
2026-04-14T10:59:22.674Z,9,0.0440,172,108
2026-04-14T10:59:22.732Z,0,0.0000,172,108
2026-04-14T10:59:22.797Z,11,0.0540,172,108
2026-04-14T10:59:22.828Z,0,0.0000,172,108
2026-04-14T10:59:22.879Z,0,0.0000,172,108
2026-04-14T10:59:22.930Z,0,0.0000,172,108
2026-04-14T10:59:22.981Z,0,0.0000,172,108
2026-04-14T10:59:23.032Z,0,0.0000,172,108
2026-04-14T10:59:23.083Z,0,0.0000,172,108
2026-04-14T10:59:23.134Z,8,0.0390,172,108
2026-04-14T10:59:23.185Z,0,0.0000,172,108
2026-04-14T10:59:23.237Z,0,0.0000,172,108
2026-04-14T10:59:23.288Z,0,0.0000,172,108
